x1,x2,y
2.7809142328420586,3.6495001085076098,0
0.6494708888598525,4.428422798144723,0
-3.39331054315521,-1.4394148236043471,1
3.0077040550853273,2.896863522013155,0
-3.7458665987020967,1.894699114225192,1
-4.844877819611894,-0.03330556528183401,1
-4.794645077743471,1.4054545697535408,1
0.26746576601986505,2.578593476580046,0
-3.9156822626716035,0.7366081750989595,1
-4.62998434378573,0.37390253834240605,1
1.4236209864906486,3.7564729121252345,0
1.8838206921053398,5.285727461019329,0
0.6460640155280879,4.707986529690844,0
-3.5215588332156016,0.19148170522142519,1
-2.4713376497724453,1.7322184571317327,1
-6.075414230310077,0.6707341581375283,1
-3.7285603776962555,-0.8607146072168441,1
-3.763734713478564,-0.9390278228010625,1
-4.604965913618543,2.650215546963195,1
-2.9169817147441126,-0.39276516633005476,1
0.20867988365631762,3.9214241939702594,0
-0.47490682015308283,4.966963577987077,0
0.3582228228313382,3.6463103645625456,0
1.455258125241114,3.2259298009655,0
-2.8321417231553916,1.0156998947779878,1
1.600223143342041,4.947192559605612,0
-4.425481596306509,0.09558678003032939,1
2.116512939350077,5.5633811627767065,0
-4.026676503467652,0.4044736587503914,1
0.4588467999186495,3.395903476484099,0
-1.1159551799757037,3.154142586637465,0
-3.1239865262953694,-1.213186930349362,1
0.6418737540724271,2.332658363560964,0
1.0944222351389432,3.5032931052177902,0
-0.5450329229752897,5.642014759153504,0
0.39937672354678166,6.169324646286279,0
1.6607389936333077,3.283148566024687,0
-5.26145209012538,-0.8799187132687194,1
-3.947740360693552,0.9785676927175687,1
-3.6727266432979038,0.4058845874139814,1
-5.724545950107764,-0.6818971337832087,1
-3.081245554552922,-0.45736785341045605,1
-5.218080291135621,-0.9922922361603792,1
-0.03232717105926719,4.430063405379315,0
0.5166569507875991,3.988890578074086,0
1.2684376709268264,4.638646128475714,0
1.6060073075346994,3.854444152632605,0
-4.807742393159078,1.1006775585122712,1
0.44737914959942304,3.438876812416948,0
2.159838077087123,4.1880745752614565,0
1.2853462188823075,3.8663261833557367,0
2.37872954604289,2.57198001101291,0
-4.172388245791889,-0.37481306077013965,1
-5.017356173529986,1.2131426358020956,1
2.7161584603183417,4.701704111184728,0
-2.430478687314399,0.4892248973899759,1
0.43509052353991995,6.116878029001844,0
-0.05541919125267558,4.447079548581294,0
-5.360622588896044,1.1565850300875642,1
0.06413861588846448,4.255792418874202,0
1.325216794827214,3.477161382714296,0
-3.506172651288803,0.4270444983795322,1
-5.599608863309751,1.897531272096798,1
-5.046985631964929,1.0422331677309582,1
0.9290794959349264,3.504605741697056,0
-3.6696596745851933,-0.39046410933514286,1
-4.04685417271511,0.13678923752142547,1
-6.30375622770252,1.999397009595258,1
1.5239358164720662,4.872983672218311,0
-3.3615973193327218,0.8917180687758416,1
1.4758019933355953,6.198883835782615,0
0.5331195937625053,6.253231155300453,0
-5.116288649740928,-1.4434405411749427,1
-3.404193936475914,0.6861204192532679,1
-1.3447126044639273,3.8818064942737367,0
-2.0455665878908387,3.142523924660856,0
-5.684338493692324,-0.74634678299812,1
0.9906483579167177,3.229866163616499,0
-0.15246215646926142,2.4416953926792635,0
-0.06523695008743147,3.08123740377021,0
-3.7238615012445875,1.1488741129145799,1
-3.3143649585717574,4.104133253433114,1
0.3980313508281088,2.5390728384104637,0
0.14865389149905073,3.3395408324911955,0
-6.866468080580615,-0.06585307182632605,1
0.9963989501567022,4.670661679140818,0
-1.8034060601980975,4.18229828681248,0
1.9339580602325555,2.804742988844222,0
1.912619591730717,5.829166322581691,0
-0.28146040381991955,4.015130688068241,0
-3.9289957313459216,-0.642370679510305,1
-6.014914901260828,-1.1050268125920264,1
-1.7619187235111577,0.7994211789826966,1
-4.34213040763439,0.18421586184231448,1
-0.6574802994094544,3.7963571012802246,0
2.196134908396851,4.02444650792115,0
-3.1403903595101355,2.3702105503275996,1
2.3111026481673234,4.319392166777136,0
0.12387032379284735,2.5947293011836052,0
-5.507062283083017,1.0466218060590418,1
1.1094640908294835,4.980798199756353,0
-2.5880931509484624,3.696571555132189,1
3.1365912256916313,4.505531838958185,0
0.839874518586722,5.9717591101011305,0
-4.937243787396896,-0.0966377387483775,1
1.0990048538381212,3.1499548116871634,0
-3.6701939514190456,1.2773058901219243,1
0.0454496225617953,5.088322641507553,0
-3.602340493100919,1.2016431358365032,1
1.9100529495004528,4.673518244775822,0
1.3304354992588205,3.700965575572732,0
